title,firstname,lastname,party,state,district,in_office,phone,bioguide_id
Rep,Jim,McDermott,D,WA,7,1,202-225-3106,M000404
Rep,David,Reichert,R,WA,8,1,202-225-7761,R000578
Rep,Adam,Smith,D,WA,9,1,202-225-8901,S000510
Rep,Denny,Heck,D,WA,10,1,202-225-9740,H001064
Rep,Paul,Ryan,R,WI,1,1,202-225-3031,R000570
Rep,Mark,Pocan,D,WI,2,1,202-225-2906,P000607
Rep,Ron,Kind,D,WI,3,1,202-225-5506,K000188
Rep,Gwen,Moore,D,WI,4,1,202-225-4572,M001160
Rep,F.,Sensenbrenner,R,WI,5,1,202-225-5101,S000244
Rep,Glenn,Grothman,R,WI,6,1,202-225-2476,G000576
Rep,Sean,Duffy,R,WI,7,1,202-225-3365,D000614
Rep,Reid,Ribble,R,WI,8,1,202-225-5665,R000587
Rep,David,McKinley,R,WV,1,1,202-225-4172,M001180
Rep,Alexander,Mooney,R,WV,2,1,202-225-2711,M001195
Rep,Evan,Jenkins,R,WV,3,1,202-225-3452,J000297
Rep,Cynthia,Lummis,R,WY,0,1,202-225-2311,L000571
Sen,Lamar,Alexander,R,TN,Class II,1,202-224-4944,A000360
Sen,Kelly,Ayotte,R,NH,Class III,1,202-224-3324,A000368
Sen,Tammy,Baldwin,D,WI,Class I,1,202-224-5653,B001230
Sen,John,Barrasso,R,WY,Class I,1,202-224-6441,B001261
Sen,Michael F.,Bennet,D,CO,Class III,1,202-224-5852,B001267
Sen,Richard,Blumenthal,D,CT,Class III,1,202-224-2823,B001277
Sen,Roy,Blunt,R,MO,Class III,1,202-224-5721,B000575
Sen,Cory A.,Booker,D,NJ,Class II,1,202-224-3224,B001288
Sen,John,Boozman,R,AR,Class III,1,202-224-4843,B001236
Sen,Barbara,Boxer,D,CA,Class III,1,202-224-3553,B000711
Sen,Sherrod,Brown,D,OH,Class I,1,202-224-2315,B000944
Sen,Richard,Burr,R,NC,Class III,1,202-224-3154,B001135
Sen,Maria,Cantwell,D,WA,Class I,1,202-224-3441,C000127
Sen,Shelley Moore,Capito,R,WV,Class II,1,202-224-6472,C001047
Sen,Benjamin L.,Cardin,D,MD,Class I,1,202-224-4524,C000141
Sen,Thomas R.,Carper,D,DE,Class I,1,202-224-2441,C000174
Sen,Robert P.,Casey,D,PA,Class I,1,202-224-6324,C001070
Sen,Bill,Cassidy,R,LA,Class II,1,202-224-5824,C001075
Sen,Daniel,Coats,R,IN,Class III,1,202-224-5623,C000542
Sen,Thad,Cochran,R,MS,Class II,1,202-224-5054,C000567
Sen,Susan M.,Collins,R,ME,Class II,1,202-224-2523,C001035
Sen,Christopher A.,Coons,D,DE,Class II,1,202-224-5042,C001088
Sen,Bob,Corker,R,TN,Class I,1,202-224-3344,C001071
Sen,John,Cornyn,R,TX,Class II,1,202-224-2934,C001056
Sen,Tom,Cotton,R,AR,Class II,1,202-224-2353,C001095
Sen,Mike,Crapo,R,ID,Class III,1,202-224-6142,C000880
Sen,Ted,Cruz,R,TX,Class I,1,202-224-5922,C001098
Sen,Steve,Daines,R,MT,Class II,1,202-224-2651,D000618
Sen,Joe,Donnelly,D,IN,Class I,1,202-224-4814,D000607
Sen,Richard J.,Durbin,D,IL,Class II,1,202-224-2152,D000563
Sen,Michael B.,Enzi,R,WY,Class II,1,202-224-3424,E000285
Sen,Joni,Ernst,R,IA,Class II,1,202-224-3254,E000295
Sen,Dianne,Feinstein,D,CA,Class I,1,202-224-3841,F000062
Sen,Deb,Fischer,R,NE,Class I,1,202-224-6551,F000463
Sen,Jeff,Flake,R,AZ,Class I,1,202-224-4521,F000444
Sen,Al,Franken,D,MN,Class II,1,202-224-5641,F000457
Sen,Cory,Gardner,R,CO,Class II,1,202-224-5941,G000562
Sen,Kirsten E.,Gillibrand,D,NY,Class I,1,202-224-4451,G000555
Sen,Lindsey,Graham,R,SC,Class II,1,202-224-5972,G000359
Sen,Chuck,Grassley,R,IA,Class III,1,202-224-3744,G000386
Sen,Orrin G.,Hatch,R,UT,Class I,1,202-224-5251,H000338
Sen,Martin,Heinrich,D,NM,Class I,1,202-224-5521,H001046
Sen,Heidi,Heitkamp,D,ND,Class I,1,202-224-2043,H001069
Sen,Dean,Heller,R,NV,Class I,1,202-224-6244,H001041
Sen,Mazie K.,Hirono,D,HI,Class I,1,202-224-6361,H001042
Sen,John,Hoeven,R,ND,Class III,1,202-224-2551,H001061
Sen,James M.,Inhofe,R,OK,Class II,1,202-224-4721,I000024
Sen,Johnny,Isakson,R,GA,Class III,1,202-224-3643,I000055
Sen,Ron,Johnson,R,WI,Class III,1,202-224-5323,J000293
Sen,Tim,Kaine,D,VA,Class I,1,202-224-4024,K000384
Sen,Angus S.,King,I,ME,Class I,1,202-224-5344,K000383
Sen,Mark,Kirk,R,IL,Class III,1,202-224-2854,K000360
Sen,Amy,Klobuchar,D,MN,Class I,1,202-224-3244,K000367
Sen,James,Lankford,R,OK,Class III,1,202-224-5754,L000575
Sen,Patrick J.,Leahy,D,VT,Class III,1,202-224-4242,L000174
Sen,Mike,Lee,R,UT,Class III,1,202-224-5444,L000577
Sen,Joe,Manchin,D,WV,Class I,1,202-224-3954,M001183
Sen,Edward J.,Markey,D,MA,Class II,1,202-224-2742,M000133
Sen,John,McCain,R,AZ,Class III,1,202-224-2235,M000303
Sen,Claire,McCaskill,D,MO,Class I,1,202-224-6154,M001170
Sen,Mitch,McConnell,R,KY,Class II,1,202-224-2541,M000355
Sen,Robert,Menendez,D,NJ,Class I,1,202-224-4744,M000639
Sen,Jeff,Merkley,D,OR,Class II,1,202-224-3753,M001176
Sen,Barbara A.,Mikulski,D,MD,Class III,1,202-224-4654,M000702
Sen,Jerry,Moran,R,KS,Class III,1,202-224-6521,M000934
Sen,Lisa,Murkowski,R,AK,Class III,1,202-224-6665,M001153
Sen,Christopher,Murphy,D,CT,Class I,1,202-224-4041,M001169
Sen,Patty,Murray,D,WA,Class III,1,202-224-2621,M001111
Sen,Bill,Nelson,D,FL,Class I,1,202-224-5274,N000032
Sen,Rand,Paul,R,KY,Class III,1,202-224-4343,P000603
Sen,David,Perdue,R,GA,Class II,1,202-224-3521,P000612
Sen,Gary C.,Peters,D,MI,Class II,1,202-224-6221,P000595
Sen,Rob,Portman,R,OH,Class III,1,202-224-3353,P000449
Sen,Jack,Reed,D,RI,Class II,1,202-224-4642,R000122
Sen,Harry,Reid,D,NV,Class III,1,202-224-3542,R000146
Sen,James E.,Risch,R,ID,Class II,1,202-224-2752,R000584
Sen,Pat,Roberts,R,KS,Class II,1,202-224-4774,R000307
Sen,Mike,Rounds,R,SD,Class II,1,202-224-5842,R000605
Sen,Marco,Rubio,R,FL,Class III,1,202-224-3041,R000595
Sen,Bernard,Sanders,I,VT,Class I,1,202-224-5141,S000033
Sen,Ben,Sasse,R,NE,Class II,1,202-224-4224,S001197
Sen,Brian,Schatz,D,HI,Class III,1,202-224-3934,S001194
Sen,Charles E.,Schumer,D,NY,Class III,1,202-224-6542,S000148
Sen,Tim,Scott,R,SC,Class III,1,202-224-6121,S001184
Sen,Jeff,Sessions,R,AL,Class II,1,202-224-4124,S001141
Sen,Jeanne,Shaheen,D,NH,Class II,1,202-224-2841,S001181
Sen,Richard C.,Shelby,R,AL,Class III,1,202-224-5744,S000320
Sen,Debbie,Stabenow,D,MI,Class I,1,202-224-4822,S000770
Sen,Daniel,Sullivan,R,AK,Class II,1,202-224-3004,S001198
Sen,Jon,Tester,D,MT,Class I,1,202-224-2644,T000464
Sen,John,Thune,R,SD,Class III,1,202-224-2321,T000250
Sen,Thom,Tillis,R,NC,Class II,1,202-224-6342,T000476
Sen,Patrick J.,Toomey,R,PA,Class III,1,202-224-4254,T000461
Sen,Tom,Udall,D,NM,Class II,1,202-224-6621,U000039
Sen,David,Vitter,R,LA,Class III,1,202-224-4623,V000127
Sen,Mark R.,Warner,D,VA,Class II,1,202-224-2023,W000805
Sen,Elizabeth,Warren,D,MA,Class I,1,202-224-4543,W000817
Sen,Sheldon,Whitehouse,D,RI,Class I,1,202-224-2921,W000802
Sen,Roger F.,Wicker,R,MS,Class I,1,202-224-6253,W000437
Sen,Ron,Wyden,D,OR,Class III,1,202-224-5244,W000779
